Point Name,Code,Original Latitude,Original Longitude,Original Altitude,Station Correction x,Station Correction y,Station Correction h,Latitude,Longitude,Altitude,Antenna Height,Northing,Easting,Elevation,Solution Status,Used satellites,Tracked satellites,PDOP,HRMS,VRMS,AGE,Local date,Local time,Base ID,Base Latitude,Base Longitude,Base Altitude,Base North,Base East,Base Height,Distance to Ref,Inclination correction,Inclined angle,Projected angle,Correction x,Correction y,Correction h,Target,Station.,Offset,Elevation diff.,Dist to start,Tower Name,Tower No.,Azimuth,Pitch Angle
00124,Asfallt,42°22'16.8002",21°12'08.1624",625.502,0.000,0.000,0.000,42°22'16.8002",21°12'08.1624",625.502,1.87,4692433.964,7516658.559,625.502,FIXED,28,29,0.86,0.004,0.006,1,2026-05-08,13:25:00,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,44.251,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,105°33'57.9037",2°11'07.9672"
00125,Asfallt,42°22'16.7931",21°12'08.4707",625.619,0.000,0.000,0.000,42°22'16.7931",21°12'08.4707",625.619,1.87,4692433.765,7516665.611,625.619,FIXED,29,29,0.84,0.004,0.005,1,2026-05-08,13:25:15,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,37.442,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,108°10'10.4144",2°24'10.4128"
00126,Asfallt,42°22'16.7888",21°12'09.0512",625.687,0.000,0.000,0.000,42°22'16.7888",21°12'09.0512",625.687,1.87,4692433.661,7516678.893,625.687,FIXED,31,31,0.8,0.007,0.008,1,2026-05-08,13:25:27,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,25.117,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,117°26'08.6989",3°25'22.1791"
00127,Asfallt,42°22'16.8427",21°12'09.6272",625.890,0.000,0.000,0.000,42°22'16.8427",21°12'09.6272",625.890,1.87,4692435.357,7516692.065,625.890,FIXED,31,31,0.8,0.006,0.007,1,2026-05-08,13:25:41,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,16.107,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,145°30'37.1955",4°36'28.7435"
00128,Asfallt,42°22'16.8612",21°12'10.3834",626.187,0.000,0.000,0.000,42°22'16.8612",21°12'10.3834",626.187,1.87,4692435.969,7516709.364,626.187,FIXED,31,31,0.82,0.004,0.006,1,2026-05-08,13:25:57,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,16.138,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,210°32'04.1544",3°33'41.1406"
00129,Asfallt,42°22'16.8075",21°12'10.8507",626.387,0.000,0.000,0.000,42°22'16.8075",21°12'10.8507",626.387,1.87,4692434.337,7516720.060,626.387,FIXED,31,32,0.8,0.006,0.008,1,2026-05-08,13:26:08,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,22.534,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,237°02'09.2894",2°02'50.7582"
00130,Asfallt,42°22'16.7738",21°12'10.9804",626.450,0.000,0.000,0.000,42°22'16.7738",21°12'10.9804",626.450,1.87,4692433.305,7516723.030,626.450,FIXED,31,31,0.8,0.007,0.008,1,2026-05-08,13:26:18,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,24.591,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,242°50'09.5601",1°43'42.2453"
00131,Asfalltr,42°22'16.9829",21°12'10.8311",626.507,0.000,0.000,0.000,42°22'16.9829",21°12'10.8311",626.507,1.87,4692439.750,7516719.597,626.507,FIXED,31,31,0.8,0.005,0.007,1,2026-05-08,13:26:30,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,25.548,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,226°12'32.9089",1°32'08.9835"
00132,Asfalltr,42°22'16.9975",21°12'10.8240",626.514,0.000,0.000,0.000,42°22'16.9975",21°12'10.8240",626.514,1.87,4692440.198,7516719.435,626.514,FIXED,32,32,0.8,0.005,0.007,1,2026-05-08,13:26:35,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,25.745,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,225°14'17.2487",1°30'37.0697"
00133,Asfalltr,42°22'17.0112",21°12'10.8471",626.527,0.000,0.000,0.000,42°22'17.0112",21°12'10.8471",626.527,1.87,4692440.621,7516719.961,626.527,FIXED,32,32,0.8,0.005,0.006,1,2026-05-08,13:26:41,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,26.417,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,225°23'25.0196",1°26'38.1639"
00134,Asfalltr,42°22'17.1603",21°12'10.5318",626.442,0.000,0.000,0.000,42°22'17.1603",21°12'10.5318",626.442,1.87,4692445.206,7516712.737,626.442,FIXED,31,31,0.81,0.004,0.005,1,2026-05-08,13:26:53,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,25.872,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,206°34'03.001",1°39'36.7038"
00135,Asfalltr,42°22'17.1693",21°12'10.5096",626.455,0.000,0.000,0.000,42°22'17.1693",21°12'10.5096",626.455,1.87,4692445.480,7516712.228,626.455,FIXED,30,31,0.81,0.004,0.006,1,2026-05-08,13:26:57,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,25.897,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,205°17'16.4303",1°37'47.7187"
00136,Asfalltr,42°22'17.1912",21°12'10.5247",626.454,0.000,0.000,0.000,42°22'17.1912",21°12'10.5247",626.454,1.87,4692446.158,7516712.573,626.454,FIXED,31,31,0.8,0.004,0.006,1,2026-05-08,13:27:02,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,26.657,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,205°20'14.5254",1°35'13.4951"
00137,Asfalltr,42°22'17.3087",21°12'10.3611",626.495,0.000,0.000,0.000,42°22'17.3087",21°12'10.3611",626.495,1.87,4692449.775,7516708.821,626.495,FIXED,31,31,0.8,0.005,0.007,1,2026-05-08,13:27:12,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,28.748,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,195°26'00.0145",1°23'19.7979"
00138,Asfalltr,42°22'17.1928",21°12'09.5717",626.112,0.000,0.000,0.000,42°22'17.1928",21°12'09.5717",626.112,1.87,4692446.157,7516690.771,626.112,FIXED,30,30,0.81,0.005,0.006,1,2026-05-08,13:27:31,249,42°22'16.4121",21°12'10.0241",627.192,4692422.092,7516701.178,627.192,26.236,0,0°00'00",0°00'00",0.00000000,0.00000000,0,,0,0,-0,,,,156°36'48.2507",2°21'22.7589"
